,sku,pack,size (GM),brand,price,POS_exposed w-1,volume_on_promo w-1,sales w-1,scope,target
WE 15 April 2017,2396,SINGLE,131.8,BRAND5,0.87,0.0,92.86205162587999,11932.0,0,10144.0
WE 22 April 2017,2396,SINGLE,131.8,BRAND5,1.02,0.0,59.9201498422713,10144.0,0,8039.0
WE 29 April 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,4.968279636770742,8039.0,0,9495.0
WE 06 May 2017,2396,SINGLE,131.8,BRAND5,0.86,0.0,0.0,9495.0,0,10943.0
WE 13 May 2017,2396,SINGLE,131.8,BRAND5,0.8,1.0,100.0,10943.0,0,13089.0
WE 20 May 2017,2396,SINGLE,131.8,BRAND5,0.8,1.0,100.0,13089.0,0,13615.0
WE 27 May 2017,2396,SINGLE,131.8,BRAND5,0.91,1.0,100.0,13615.0,0,11479.0
WE 03 June 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,88.08345674710341,11479.0,0,8259.0
WE 10 June 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,6.476571013439883,8259.0,0,8821.0
WE 17 June 2017,2396,SINGLE,131.8,BRAND5,0.86,0.0,3.5018705362203826,8821.0,0,14387.0
WE 24 June 2017,2396,SINGLE,131.8,BRAND5,0.8,0.0,89.86446097171057,14387.0,0,17494.0
WE 01 July 2017,2396,SINGLE,131.8,BRAND5,0.8,1.0,99.47181890934034,17494.0,0,10922.0
WE 08 July 2017,2396,SINGLE,131.8,BRAND5,0.9,1.0,81.24244643838125,10922.0,0,13694.0
WE 15 July 2017,2396,SINGLE,131.8,BRAND5,1.02,0.0,73.69431867971375,13694.0,0,9899.0
WE 22 July 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,4.754015557126983,9899.0,0,9443.0
WE 29 July 2017,2396,SINGLE,131.8,BRAND5,0.86,0.0,0.0,9443.0,0,13378.0
WE 05 August 2017,2396,SINGLE,131.8,BRAND5,0.8,0.0,95.4365375990432,13378.0,0,16615.0
WE 12 August 2017,2396,SINGLE,131.8,BRAND5,0.79,0.0,100.06620523623234,16615.0,0,15710.0
WE 19 August 2017,2396,SINGLE,131.8,BRAND5,0.9,0.0,100.0,15710.0,0,11901.0
WE 26 August 2017,2396,SINGLE,131.8,BRAND5,1.02,0.0,93.36106209562222,11901.0,0,9043.0
WE 02 September 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,0.0,9043.0,0,8884.0
WE 09 September 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,9.920081044574514,8884.0,0,8889.0
WE 16 September 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,0.7042411969850377,8889.0,0,8550.0
WE 23 September 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,0.0,8550.0,0,8586.0
WE 30 September 2017,2396,SINGLE,131.8,BRAND5,0.86,0.0,0.0,8586.0,0,13365.0
WE 07 October 2017,2396,SINGLE,131.8,BRAND5,0.8,0.0,99.26748971193416,13365.0,0,16563.0
WE 14 October 2017,2396,SINGLE,131.8,BRAND5,0.8,0.0,99.79774195495985,16563.0,0,16320.0
WE 21 October 2017,2396,SINGLE,131.8,BRAND5,0.89,0.0,100.0,16320.0,0,11844.0
WE 28 October 2017,2396,SINGLE,131.8,BRAND5,1.02,0.0,97.44765281999325,11844.0,0,8410.0
WE 04 November 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,0.0,8410.0,0,8529.0
WE 11 November 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,17.67733614726228,8529.0,0,9204.0
WE 18 November 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,0.0,9204.0,0,10114.0
WE 25 November 2017,2396,SINGLE,131.8,BRAND5,1.02,0.0,0.0,10114.0,0,10068.0
WE 02 December 2017,2396,SINGLE,131.8,BRAND5,1.02,0.0,0.0,10068.0,0,9586.0
WE 09 December 2017,2396,SINGLE,131.8,BRAND5,1.01,10.0,14.177967869810137,9586.0,0,9288.0
WE 16 December 2017,2396,SINGLE,131.8,BRAND5,1.0,4.0,5.067829457364341,9288.0,0,8250.0
WE 23 December 2017,2396,SINGLE,131.8,BRAND5,1.01,0.0,10.713939393939393,8250.0,0,7597.0
WE 30 December 2017,2396,SINGLE,131.8,BRAND5,0.99,0.0,4.6360405423193365,7597.0,0,4389.0
WE 06 January 2018,2396,SINGLE,131.8,BRAND5,1.01,0.0,3.971291866028708,4389.0,0,8164.0
WE 13 January 2018,2396,SINGLE,131.8,BRAND5,1.01,0.0,12.442430181283685,8164.0,0,9676.0
WE 20 January 2018,2396,SINGLE,131.8,BRAND5,1.01,0.0,27.10004133939644,9676.0,0,9615.0
WE 27 January 2018,2396,SINGLE,131.8,BRAND5,1.02,0.0,4.897555902236089,9615.0,0,9803.0
WE 03 February 2018,2396,SINGLE,131.8,BRAND5,1.01,0.0,0.0,9803.0,0,10342.0
WE 10 February 2018,2396,SINGLE,131.8,BRAND5,0.99,0.0,3.1106169019532004,10342.0,0,10562.0
WE 17 February 2018,2396,SINGLE,131.8,BRAND5,0.99,0.0,0.49611815943950005,10562.0,0,10224.0
WE 24 February 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,0.0,10224.0,0,10987.0
WE 03 March 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,1.9104396104487122,10987.0,0,10203.0
WE 10 March 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,0.0,10203.0,0,9907.0
WE 17 March 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,0.0,9907.0,0,10370.0
WE 24 March 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,0.0,10370.0,0,10483.0
WE 31 March 2018,2396,SINGLE,131.8,BRAND5,1.0,7.0,9.80539921778117,10483.0,0,9569.0
WE 07 April 2018,2396,SINGLE,131.8,BRAND5,1.0,10.0,7.398892256244122,9569.0,0,9058.0
WE 14 April 2018,2396,SINGLE,131.8,BRAND5,1.0,1.0,1.3810995804813424,9058.0,0,10462.0
WE 21 April 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,8.358822404893901,10462.0,0,11338.0
WE 28 April 2018,2396,SINGLE,131.8,BRAND5,0.99,0.0,0.0,11338.0,0,9870.0
WE 05 May 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,0.3323201621073961,9870.0,0,10825.0
WE 12 May 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,0.0,10825.0,0,11181.0
WE 19 May 2018,2396,SINGLE,131.8,BRAND5,0.87,0.0,5.95832215365352,11181.0,0,15569.0
WE 26 May 2018,2396,SINGLE,131.8,BRAND5,0.8,1.0,100.0,15569.0,0,19961.0
WE 02 June 2018,2396,SINGLE,131.8,BRAND5,0.8,1.0,91.63669154851961,19961.0,0,19060.0
WE 09 June 2018,2396,SINGLE,131.8,BRAND5,0.89,0.0,80.01259181532005,19060.0,0,17357.0
WE 16 June 2018,2396,SINGLE,131.8,BRAND5,0.99,1.0,68.80221236388778,17357.0,0,14557.0
WE 23 June 2018,2396,SINGLE,131.8,BRAND5,0.99,4.0,25.47502919557601,14557.0,0,13885.0
WE 30 June 2018,2396,SINGLE,131.8,BRAND5,1.02,3.0,17.778177889809147,13885.0,0,14847.0
WE 07 July 2018,2396,SINGLE,131.8,BRAND5,1.05,0.0,0.0,14847.0,0,14290.0
WE 14 July 2018,2396,SINGLE,131.8,BRAND5,1.04,0.0,0.14275717284814554,14290.0,0,13521.0
WE 21 July 2018,2396,SINGLE,131.8,BRAND5,0.88,0.0,0.6693291916278382,13521.0,0,18109.0
WE 28 July 2018,2396,SINGLE,131.8,BRAND5,0.8,5.0,98.81164062068585,18109.0,0,21472.0
WE 04 August 2018,2396,SINGLE,131.8,BRAND5,0.8,6.0,100.0,21472.0,0,21010.0
WE 11 August 2018,2396,SINGLE,131.8,BRAND5,0.9,5.0,100.0,21010.0,0,16864.0
WE 18 August 2018,2396,SINGLE,131.8,BRAND5,1.04,2.0,91.844165085389,16864.0,0,11998.0
WE 25 August 2018,2396,SINGLE,131.8,BRAND5,1.04,0.0,11.296882813802302,11998.0,0,11793.0
WE 01 September 2018,2396,SINGLE,131.8,BRAND5,0.86,0.0,8.043754769778683,11793.0,0,14018.0
WE 08 September 2018,2396,SINGLE,131.8,BRAND5,0.79,5.0,92.70866029390783,14018.0,0,16568.0
WE 15 September 2018,2396,SINGLE,131.8,BRAND5,0.8,4.0,100.0,16568.0,0,15757.0
WE 22 September 2018,2396,SINGLE,131.8,BRAND5,0.89,10.0,99.95494066129339,15757.0,0,12597.0
WE 29 September 2018,2396,SINGLE,131.8,BRAND5,1.01,0.0,87.79153766769866,12597.0,0,9556.0
WE 06 October 2018,2396,SINGLE,131.8,BRAND5,1.02,0.0,13.957722896609459,9556.0,0,9360.0
WE 13 October 2018,2396,SINGLE,131.8,BRAND5,1.03,0.0,10.148504273504273,9360.0,0,8892.0
WE 20 October 2018,2396,SINGLE,131.8,BRAND5,1.03,0.0,7.071524966261808,8892.0,0,8202.0
WE 27 October 2018,2396,SINGLE,131.8,BRAND5,1.04,0.0,5.9753718605218245,8202.0,0,7894.0
WE 03 November 2018,2396,SINGLE,131.8,BRAND5,0.87,0.0,4.451482138332911,7894.0,0,11367.0
WE 10 November 2018,2396,SINGLE,131.8,BRAND5,0.79,1.0,99.78006510073018,11367.0,0,14360.0
WE 17 November 2018,2396,SINGLE,131.8,BRAND5,0.8,2.0,100.0,14360.0,0,14105.0
WE 24 November 2018,2396,SINGLE,131.8,BRAND5,0.9,1.0,99.87451258419,14105.0,0,9885.0
WE 01 December 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,95.66818411734951,9885.0,0,8045.0
WE 08 December 2018,2396,SINGLE,131.8,BRAND5,1.0,0.0,3.1137352392790554,8045.0,0,7494.0
WE 15 December 2018,2396,SINGLE,131.8,BRAND5,1.01,0.0,4.879903923138511,7494.0,0,7527.0
WE 22 December 2018,2396,SINGLE,131.8,BRAND5,1.01,0.0,10.720074398830876,7527.0,0,6816.0
WE 29 December 2018,2396,SINGLE,131.8,BRAND5,0.91,0.0,13.460974178403756,6816.0,0,4080.0
WE 05 January 2019,2396,SINGLE,131.8,BRAND5,0.82,0.0,36.075980392156865,4080.0,0,9891.0
WE 12 January 2019,2396,SINGLE,131.8,BRAND5,0.79,1.0,100.0,9891.0,0,12870.0
WE 19 January 2019,2396,SINGLE,131.8,BRAND5,0.78,6.0,100.0,12870.0,0,13182.0
WE 26 January 2019,2396,SINGLE,131.8,BRAND5,0.89,6.0,96.7994234562282,13182.0,0,9482.0
WE 02 February 2019,2396,SINGLE,131.8,BRAND5,1.02,0.0,91.48386416367855,9482.0,0,7405.0
WE 09 February 2019,2396,SINGLE,131.8,BRAND5,1.0,0.0,0.0,7405.0,0,7662.0
WE 16 February 2019,2396,SINGLE,131.8,BRAND5,1.01,0.0,11.472200469851215,7662.0,0,7855.0
WE 23 February 2019,2396,SINGLE,131.8,BRAND5,1.02,0.0,3.5467854869509865,7855.0,0,7694.0
WE 02 March 2019,2396,SINGLE,131.8,BRAND5,1.01,0.0,0.0,7694.0,0,8661.0
WE 09 March 2019,2396,SINGLE,131.8,BRAND5,1.03,0.0,2.7710426047800487,8661.0,0,7919.0
WE 16 March 2019,2396,SINGLE,131.8,BRAND5,1.03,0.0,1.5304962747821695,7919.0,0,7625.0
WE 23 March 2019,2396,SINGLE,131.8,BRAND5,1.01,0.0,5.188196721311476,7625.0,0,8021.0
WE 30 March 2019,2396,SINGLE,131.8,BRAND5,0.82,0.0,24.021942401196856,8021.0,0,12003.0
WE 06 April 2019,2396,SINGLE,131.8,BRAND5,0.74,6.0,100.0,12003.0,0,14972.0
WE 13 April 2019,2396,SINGLE,131.8,BRAND5,0.75,2.0,99.80296553566657,14972.0,0,14770.0
WE 20 April 2019,2396,SINGLE,131.8,BRAND5,0.86,2.0,100.0,14770.0,0,10003.0
WE 27 April 2019,2396,SINGLE,131.8,BRAND5,1.03,0.0,88.02559232230331,10003.0,0,6938.0
WE 04 May 2019,2396,SINGLE,131.8,BRAND5,1.01,0.0,5.985874891899683,6938.0,0,8202.0
WE 11 May 2019,2396,SINGLE,131.8,BRAND5,0.81,0.0,33.085832723725915,8202.0,0,11697.0
WE 18 May 2019,2396,SINGLE,131.8,BRAND5,0.73,2.0,99.0322304864495,11697.0,0,13256.0
WE 25 May 2019,2396,SINGLE,131.8,BRAND5,0.74,1.0,98.492757996379,13256.0,0,11455.0
WE 01 June 2019,2396,SINGLE,131.8,BRAND5,0.88,1.0,99.52073330423397,11455.0,0,7047.0
WE 08 June 2019,2396,SINGLE,131.8,BRAND5,1.03,0.0,87.89697743720733,7047.0,0,6026.0
WE 15 June 2019,2396,SINGLE,131.8,BRAND5,1.02,0.0,0.0,6026.0,0,6026.0
WE 22 June 2019,2396,SINGLE,131.8,BRAND5,0.87,0.0,10.348489877198805,6026.0,0,7949.0
WE 10 December 2016,1633,SINGLE,131.8,BRAND3,0.52,,,,0,16817.0
WE 17 December 2016,1633,SINGLE,131.8,BRAND3,0.52,0.0,9.240054706546948,16817.0,0,16200.0
WE 24 December 2016,1633,SINGLE,131.8,BRAND3,0.52,0.0,5.444444444444444,16200.0,0,15569.0
WE 31 December 2016,1633,SINGLE,131.8,BRAND3,0.51,0.0,13.546791701458025,15569.0,0,10074.0
WE 07 January 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,16.136589239626762,10074.0,0,15731.0
WE 14 January 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,3.626597164833768,15731.0,0,17375.0
WE 21 January 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,12.55251798561151,17375.0,0,17929.0
WE 28 January 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,14.298064588097494,17929.0,0,18275.0
WE 04 February 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,17.70451436388509,18275.0,0,18624.0
WE 11 February 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,8.344609106529209,18624.0,0,18578.0
WE 18 February 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,12.121326299924643,18578.0,0,17860.0
WE 25 February 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,13.423852183650617,17860.0,0,18579.0
WE 04 March 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,8.162441466171485,18579.0,0,19589.0
WE 11 March 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,16.887538924906835,19589.0,0,18634.0
WE 18 March 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,22.34893205967586,18634.0,0,20718.0
WE 25 March 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,9.26102905685877,20718.0,0,20606.0
WE 01 April 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,13.405318839173058,20606.0,0,19723.0
WE 08 April 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,7.386807280839629,19723.0,0,19520.0
WE 15 April 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,4.975409836065574,19520.0,0,19341.0
WE 22 April 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,0.0,19341.0,0,17574.0
WE 29 April 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,3.4590872880391483,17574.0,0,20958.0
WE 06 May 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,0.0,20958.0,0,19805.0
WE 13 May 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,3.9712193890431706,19805.0,0,20256.0
WE 20 May 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,4.626283570300158,20256.0,0,20350.0
WE 27 May 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,6.240294840294841,20350.0,0,20230.0
WE 03 June 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,10.200197726149284,20230.0,0,18929.0
WE 10 June 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,6.762111046542342,18929.0,0,20109.0
WE 17 June 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,14.397036152966333,20109.0,0,19874.0
WE 24 June 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,11.86474791184462,19874.0,0,19360.0
WE 01 July 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,12.622933884297522,19360.0,0,20617.0
WE 08 July 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,1.3876897705776787,20617.0,0,20312.0
WE 15 July 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,13.765261914139426,20312.0,0,19664.0
WE 22 July 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,7.633746948738812,19664.0,0,19550.0
WE 29 July 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,3.6900255754475704,19550.0,0,19990.0
WE 05 August 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,4.51575787893947,19990.0,0,19900.0
WE 12 August 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,4.890954773869346,19900.0,0,20142.0
WE 19 August 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,11.642339390328667,20142.0,0,19597.0
WE 26 August 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,10.17349594325662,19597.0,0,19689.0
WE 02 September 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,8.247752552186501,19689.0,0,19045.0
WE 09 September 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,12.550275662903648,19045.0,0,20414.0
WE 16 September 2017,1633,SINGLE,131.8,BRAND3,0.52,2.0,8.404036445576564,20414.0,0,20574.0
WE 23 September 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,7.020511324973268,20574.0,0,20538.0
WE 30 September 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,7.14869997078586,20538.0,0,21394.0
WE 07 October 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,4.246517715247266,21394.0,0,21449.0
WE 14 October 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,16.755559699752904,21449.0,0,20893.0
WE 21 October 2017,1633,SINGLE,131.8,BRAND3,0.52,0.0,7.448427703058441,20893.0,0,21515.0
WE 28 October 2017,1633,SINGLE,131.8,BRAND3,0.51,0.0,10.838484778061817,21515.0,0,20755.0
WE 04 November 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,8.804143579860273,20755.0,0,21447.0
WE 11 November 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,37.63883060567911,21447.0,0,22341.0
WE 18 November 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,21.749250257374335,22341.0,0,22522.0
WE 25 November 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,21.404848592487348,22522.0,0,21780.0
WE 02 December 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,15.053259871441691,21780.0,0,21996.0
WE 09 December 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,21996.0,0,21247.0
WE 16 December 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,4.038687814750317,21247.0,0,20357.0
WE 23 December 2017,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,20357.0,0,21382.0
WE 30 December 2017,1633,SINGLE,131.8,BRAND3,0.49,0.0,0.0,21382.0,0,11847.0
WE 06 January 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,3.1586055541487292,11847.0,0,18411.0
WE 13 January 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,18411.0,0,20101.0
WE 20 January 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,20101.0,0,20714.0
WE 27 January 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,20714.0,0,22095.0
WE 03 February 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22095.0,0,22985.0
WE 10 February 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22985.0,0,22835.0
WE 17 February 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22835.0,0,16234.0
WE 24 February 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,16234.0,0,22869.0
WE 03 March 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22869.0,0,21310.0
WE 10 March 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,21310.0,0,22638.0
WE 17 March 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22638.0,0,23384.0
WE 24 March 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,23384.0,0,23104.0
WE 31 March 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,23104.0,0,23903.0
WE 07 April 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,23903.0,0,20336.0
WE 14 April 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,20336.0,0,22553.0
WE 21 April 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22553.0,0,22482.0
WE 28 April 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,1.9379948403166976,22482.0,0,22665.0
WE 05 May 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22665.0,0,22339.0
WE 12 May 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22339.0,0,21259.0
WE 19 May 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,21259.0,0,22475.0
WE 26 May 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,2.6812013348164627,22475.0,0,22091.0
WE 02 June 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.06518491693449822,22091.0,0,21621.0
WE 09 June 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,21621.0,0,22517.0
WE 16 June 2018,1633,SINGLE,131.8,BRAND3,0.5,0.0,0.0,22517.0,0,22430.0
WE 23 June 2018,1633,SINGLE,131.8,BRAND3,0.54,0.0,2.68568880962996,22430.0,0,20154.0
WE 30 June 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,20154.0,0,19501.0
WE 07 July 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19501.0,0,19549.0
WE 14 July 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19549.0,0,19169.0
WE 21 July 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,4.007512128958214,19169.0,0,19892.0
WE 28 July 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19892.0,0,19880.0
WE 04 August 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19880.0,0,20838.0
WE 11 August 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,20838.0,0,19900.0
WE 18 August 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19900.0,0,19784.0
WE 25 August 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19784.0,0,19682.0
WE 01 September 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19682.0,0,20007.0
WE 08 September 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,20007.0,0,21425.0
WE 15 September 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21425.0,0,21182.0
WE 22 September 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21182.0,0,21340.0
WE 29 September 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21340.0,0,20998.0
WE 06 October 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,20998.0,0,21090.0
WE 13 October 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21090.0,0,20629.0
WE 20 October 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,20629.0,0,20838.0
WE 27 October 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,20838.0,0,21136.0
WE 03 November 2018,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21136.0,0,21903.0
WE 10 November 2018,1633,SINGLE,131.8,BRAND3,0.53,0.0,0.0,21903.0,0,22579.0
WE 17 November 2018,1633,SINGLE,131.8,BRAND3,0.51,0.0,13.678196554320387,22579.0,0,24299.0
WE 24 November 2018,1633,SINGLE,131.8,BRAND3,0.51,0.0,100.0,24299.0,0,23434.0
WE 01 December 2018,1633,SINGLE,131.8,BRAND3,0.51,0.0,99.05607237347444,23434.0,0,23355.0
WE 08 December 2018,1633,SINGLE,131.8,BRAND3,0.51,0.0,99.22115178762577,23355.0,0,22801.0
WE 15 December 2018,1633,SINGLE,131.8,BRAND3,0.51,0.0,96.66023420025438,22801.0,0,23233.0
WE 22 December 2018,1633,SINGLE,131.8,BRAND3,0.51,0.0,50.139887229372015,23233.0,0,23767.0
WE 29 December 2018,1633,SINGLE,131.8,BRAND3,0.51,0.0,15.380148946017588,23767.0,0,13028.0
WE 05 January 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,17.1806877494627,13028.0,0,20518.0
WE 12 January 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,6.7487084511160935,20518.0,0,22577.0
WE 19 January 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,12.1371307082429,22577.0,0,22641.0
WE 26 January 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,8.179850713307717,22641.0,0,23962.0
WE 02 February 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,4.607294883565646,23962.0,0,24336.0
WE 09 February 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,4.729618671926365,24336.0,0,24728.0
WE 16 February 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,4.287043028146231,24728.0,0,24983.0
WE 23 February 2019,1633,SINGLE,131.8,BRAND3,0.51,1.0,7.800904615138295,24983.0,0,24792.0
WE 02 March 2019,1633,SINGLE,131.8,BRAND3,0.51,0.0,9.368344627299129,24792.0,0,26452.0
WE 09 March 2019,1633,SINGLE,131.8,BRAND3,0.53,0.0,5.587857250869499,26452.0,0,23827.0
WE 16 March 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,23827.0,0,21459.0
WE 23 March 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21459.0,0,22142.0
WE 30 March 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,22142.0,0,22578.0
WE 06 April 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,22578.0,0,21133.0
WE 13 April 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21133.0,0,21171.0
WE 20 April 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21171.0,0,21536.0
WE 27 April 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21536.0,0,19282.0
WE 04 May 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,19282.0,0,21829.0
WE 11 May 2019,1633,SINGLE,131.8,BRAND3,0.55,0.0,0.0,21829.0,0,21608.0
WE 18 May 2019,1633,SINGLE,131.8,BRAND3,0.59,0.0,0.0,21608.0,0,15898.0
WE 25 May 2019,1633,SINGLE,131.8,BRAND3,0.6,0.0,4.7892816706503964,15898.0,0,15944.0
WE 01 June 2019,1633,SINGLE,131.8,BRAND3,0.6,0.0,0.0,15944.0,0,15903.0
WE 08 June 2019,1633,SINGLE,131.8,BRAND3,0.6,0.0,0.0,15903.0,0,16331.0
WE 15 June 2019,1633,SINGLE,131.8,BRAND3,0.6,0.0,11.045251362439531,16331.0,0,16316.0
WE 22 June 2019,1633,SINGLE,131.8,BRAND3,0.6,0.0,0.0,16316.0,0,15302.0
WE 10 December 2016,2401,SINGLE,395.41,BRAND5,1.6,,,,0,19167.0
WE 17 December 2016,2401,SINGLE,395.41,BRAND5,1.48,23.0,100.0,19167.0,0,22555.0
WE 24 December 2016,2401,SINGLE,395.41,BRAND5,1.49,1.0,100.0,22555.0,0,20800.0
